Enum Value	Module Name	Max String Length	Description	English	Tr_Chinese	Si_Chinese	Thai	Spanish	French	German	Russian	Italian	Arabic   	Portuguese	Turkish	Vietnamese	Indonesian	Malaysian	Hindi	Danish	Czech	Polish	Hungarian	Finnish	Norwegian	Slovak	Dutch	Swedish	Croatian	Romanian	Slovenian	Greek	Hebrew	Bulgarian	Marathi	Persian	Urdu	Tamil	Bengali	Punjabi	Telugu	Ukrainian
MEA_STR_ID_RESTRICTED_MODE_FAIL_TO_EDIT	Undefined	35	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
MEA_STR_ID_RESTRICTED_MODE_FAIL_TO_SEND	Undefined	35	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
MEA_STR_ID_RESTRICTED_MODE_FAIL_TO_FORWARD	Undefined	38	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
MEA_STR_ID_IMAGE_RESIZE	Undefined	14	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
MEA_STR_ID_640x480	Undefined	7	No Translation					V	V	V	V	V			V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
MEA_STR_ID_320x240	Undefined	7	No Translation					V	V	V	V	V			V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
MEA_STR_ID_160x120	Undefined	7	No Translation					V	V	V	V	V			V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
MEA_STR_ID_DELETE_ALL_ARCHIVE	Undefined	18	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
MEA_STR_ID_DOWNLOAD_SIZE	Undefined	13	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
MEA_STR_ID_NOTIFICATION_SIZE	Undefined	9	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
MEA_STR_ID_UNAUTHORIZED_ACCESS	Undefined	19	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
MEA_STR_ID_ADD_VIDEO	Undefined	9	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
MEA_STR_ID_EDIT_VIDEO	Undefined	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
MEA_STR_ID_REMOVE_VIDEO	Undefined	12	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
MEA_STR_ID_USE_DETAILS	Undefined	11	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
MEA_STR_ID_WRITE_MMS	Undefined	9	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
MEA_STR_ID_WRITE_SMS	Undefined	9	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
MEA_STR_ID_TEMPLATE_CORRUPT	Undefined	25	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
MEA_STR_ID_REMOVE_CORRUPT_MESSAGE_REQ	Undefined	29	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
MEA_STR_ID_COMM_UNAVAILABLE	Undefined	38	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V																		
MEA_STR_ID_NOT_AVAILABLE	Undefined	13	No Translation																																							V
MEA_STR_ID_SERVER	Undefined	6	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V		V		V	V
MEA_STR_ID_MOVE_TO_DRAFT	Undefined	13	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
MEA_STR_ID_SHOW_STATUS	Undefined	5	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
MEA_STR_ID_WAITING	Undefined	7	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
MEA_STR_ID_NEXT_TRANS_TIME	Undefined	22	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
MEA_STR_ID_MINS	Undefined	4	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
MEA_STR_ID_REMAIN_QUOTA	Undefined	19	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
MEA_STR_ID_TEMPLATES_FOLDER_LIST	Undefined	14	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
MEA_STR_ID_DEFAULT_TEMPLATES	Undefined	8	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V		V	V	V	V
MEA_STR_ID_USER_TEMPLATES	Undefined	13	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V		V	V	V	V
MEA_STR_ID_FAILED_SAVE_AS_TEMPLATE	Undefined	25	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
MEA_STR_ID_NUMBER_TOO_LONG	Undefined	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
MEA_STR_ID_FAILED_ENTER_DEF_TEMPLATE			Empty
MMS_STR_ID_EMPTY_STRING	Undefined	5	No Translation	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V
MSF_STR_ID_DLG_EXISTS_TEXT1	Undefined	1	No Translation		V																																					
MSF_STR_ID_DLG_NO_REPLACE_TEXT1	Undefined	1	No Translation		V																																					
PHS_STR_ID_DECLINE_MSG	OBIGO_Q05A	7	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
PRS_STR_ID_EMPTY	Undefined	5	No Translation	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V		V	V	V	V		V	V	V
SEC_STR_ID_EMPTY	Undefined	5	No Translation	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V	V	V	V	V	V	V	V
SEC_STR_ID_SESS_INFO_TITLE	OBIGO_Q05A	12	No Translation																																							V
SMA_STR_ID_EMPTY_STRING	Undefined	5	No Translation	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V
SMA_STR_ID_SLIDE_ACTION_OK	Undefined	5	No Translation	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V
SMA_STR_ID_MENU_SAVE_OBJECT	Undefined	11	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
SMA_STR_ID_MENU_SAVE_TEXT	Undefined	9	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
WIDGET_STR_ID_IMAGE_RESIZE	Undefined	14	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
WIDGET_STR_ID_RECEIVED_MMS_MSG_SIM_1	Undefined	26	No Translation				V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V
WIDGET_STR_ID_RECEIVED_MMS_MSG_SIM_2	Undefined	26	No Translation				V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V
WIDGET_STR_ID_RECEIVED_MMS_NOTIFICATION_SIM_1	Undefined	26	No Translation				V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V
WIDGET_STR_ID_RECEIVED_MMS_NOTIFICATION_SIM_2	Undefined	26	No Translation				V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V
WIDGET_STR_ID_RECEIVED_MMS_READ_REPORT_SIM_1	Undefined	26	No Translation				V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V
WIDGET_STR_ID_RECEIVED_MMS_READ_REPORT_SIM_2	Undefined	26	No Translation				V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V
WIDGET_STR_ID_RECEIVED_MMS_DELIVERY_REPORT_SIM_1	Undefined	26	No Translation				V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V
WIDGET_STR_ID_RECEIVED_MMS_DELIVERY_REPORT_SIM_2	Undefined	26	No Translation				V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V
WIDGET_STR_ID_INVALID_WCSS__UPPERCASE_A	Undefined	50	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
WIDGET_STR_ID_INVALID_WCSS__LOWERCASE_A	Undefined	50	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
WIDGET_STR_ID_INVALID_WCSS__UPPERCASE_X	Undefined	50	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
WIDGET_STR_ID_INVALID_WCSS__LOWERCASE_X	Undefined	50	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
WIDGET_STR_ID_INVALID_WCSS__LOWERCASE_N	Undefined	50	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_ID_PHB_OPTION_SEND_SMS	Phonebook	10	No Translation					V	V	V	V	V			V	V	V																									
STR_ID_PHB_OPTION_SEND_MMS	Phonebook	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V											
STR_ID_PHB_ADD_QUERY	Phonebook	4	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STR_ID_PHB_ADDED	Phonebook	5	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STR_ASSOCIATE_ALERT	Undefined	15	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STR_ASSOCIATE_LED	Undefined	13	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STR_ID_PHB_BIRTHDAY	Phonebook	12	No Translation					V	V	V	V	V			V	V	V																									
STR_ID_PHB_SOSLIST_INSIM	Phonebook	8	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STR_ID_PHB_SOSLIST_DIAL_QUERY	Phonebook	5	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STR_ID_PHB_ERASED	Undefined	6	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STR_ID_PHB_COPIED	Undefined	15	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STR_ENTRY_COPIED	Undefined	17	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STR_ID_PHB_ENTRY_DELETED	Undefined	17	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STR_ID_PHB_OP_IMAGE_FAIL	Phonebook	20	No Translation					V	V	V	V	V			V	V	V																									
STR_ID_PHB_OP_VIDEO_FAIL	Phonebook	20	No Translation					V	V	V		V			V	V	V																									
STR_ID_PHB_ADD_FAIL	Phonebook	20	No Translation					V	V	V	V	V			V	V	V																									
STR_ID_PHB_EDIT_FAIL	Phonebook	20	No Translation					V	V	V	V	V			V	V	V																									
STR_ID_PHB_DUPLICATE_FAIL	Phonebook	20	No Translation					V	V	V	V	V			V	V	V																									
STR_ID_PHB_OP_COMMA	Phonebook	20	No Translation					V	V	V	V	V			V	V	V		V																							
STR_ID_PHB_CALLER_PIC	Phonebook	20	No Translation							V		V			V	V	V																									
STR_ID_PHB_CALLER_RING	Phonebook	20	No Translation							V		V			V	V	V																									
STR_ID_PHB_PRINT	Phonebook	5	No Translation					V	V	V	V	V	V		V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_ID_PHB_VCARD_VERSION	Phonebook	13	No Translation				V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V		V	
STR_ID_PHB_VCARD_VERSION_21	Phonebook	9	No Translation				V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V		V	
STR_ID_PHB_VCARD_VERSION_30	Phonebook	9	No Translation				V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V		V	
SHORTCUTS_DELETE_ASK_STRING_ID	Undefined	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
SHORTCUTS_DELETE_ALL_ASK_STRING_ID	Undefined	20	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
SHORTCUTS_DISABLE_STRING_ID	Undefined	7	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
SHORTCUTS_FULL_MSG_STRING_ID	Undefined	8	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
SHORTCUTS_CHANGE_ORDER_STRING_ID	Undefined	12	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
SHORTCUTS_NO_SIM_WARNING_ID	Undefined	38	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
SHORTCUTS_INVALID_SIM_WARNING_ID	Undefined	38	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
SHORTCUTS_INVALID_NO_IDLE_WARNING_ID	Undefined	38	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
SHORTCUTS_NO_SIM1_WARNING_ID	Undefined	38	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
SHORTCUTS_INVALID_SIM1_WARNING_ID	Undefined	38	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
SHORTCUTS_NO_SIM2_WARNING_ID	Undefined	38	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
SHORTCUTS_INVALID_SIM2_WARNING_ID	Undefined	38	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
SHORTCUTS_SIM1_CLOSED_WARNING_ID	Undefined	38	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
SHORTCUTS_SIM2_CLOSED_WARNING_ID	Undefined	38	No Translation							V		V		V	V		V		V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V	V	V	V	V	V
STR_ID_DTCNT_SELECT_GSM_CSD	Undefined	26	No Translation				V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V						V
STR_ID_DTCNT_ALWAYS_ASK	Undefined	30	No Translation				V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V
STR_ID_DTCNT_SIM1			Empty
STR_ID_DTCNT_SIM2			Empty
STR_ID_DTCNT_WIFI_SEARCH			Empty
STR_ID_DTCNT_SEARCH			Empty
STR_ID_DTCNT_CONNECT			Empty
STR_ID_DTCNT_BEARER_GPRS_CSD			Empty
STR_ID_DTCNT_SELECT_GPRS	Undefined	22	No Translation				V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V						V
STR_TODO_ALARM_OFF_DONE	Undefined	26	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_TODO_INVALID_END_TIME	Undefined	22	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_TODO_SELECT_TASK_TYPE	Undefined	16	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_TODO_REMINDER	Undefined	8	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_TODO_MEETING	Undefined	7	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_TODO_COURSE	Undefined	6	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_TODO_DATE	Undefined	4	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_TODO_CALL	Undefined	4	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_TODO_ANNIVERSARY	Undefined	11	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_TODO_ALARM_BEFORE_5_MINS	Undefined	13	No Translation							V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_TODO_ALARM_BEFORE_15_MINS	Undefined	14	No Translation							V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_TODO_ALARM_BEFORE_30_MINS	Undefined	14	No Translation							V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_TODO_LOCATION	Undefined	8	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_TODO_PRIORITY	Undefined	8	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_TODO_PRIORITY_LOW	Undefined	3	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_TODO_PRIORITY_HIGH	Undefined	4	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_TODO_SET_REPEAT_ONCE	Undefined	21	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_TODO_START_TIME	Undefined	8	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_TODO_END_TIME	Undefined	8	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_BIRTHDAY_OPTION	Undefined	15	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BIRTHDAY_OPTION_MAKE_CALL	Undefined	9	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BIRTHDAY_OPTION_SEND_SMS	Undefined	8	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BIRTHDAY_OPTION_SEND_MMS	Undefined	14	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_BIRTHDAY_EMPTY_PHONE_NUMBER	Undefined	18	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_HAPPY_BIRTHDAY	Undefined	Menu Item.	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
ALARM_HOURLY_STRING	Undefined	6	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
ALARM_WEEKLY_STRING	Undefined	6	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
ALARM_MONTHLY_STRING	Undefined	7	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
ALARM_SEASONLY_STRING	Undefined	8	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
ALARM_YEARLY_STRING	Undefined	6	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_ID_ALM_AUDIO_OPTIONS	Alarm	20	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_ID_ALM_AUDIO_OPTIONS_TONE	Alarm	20	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_ID_ALM_AUDIO_OPTIONS_FMRADIO	Alarm	20	No Translation					V	V	V		V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_ID_ALM_AUDIO_OPTIONS_FMRADIO_CHANNELLIST	Alarm	20	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_ID_ALM_AUDIO_OPTIONS_FMRADIO_MAN_INPUT	Alarm	20	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_ID_ALM_AUDIO_OPT_FMRDO_OPT_PREV	Alarm	20	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_ID_ALM_FMRDO_VALID_FM_BANDWIDTH	Alarm	20	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_ID_ALM_FMRDO_HEADFONE_REMINDER	Alarm	60	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_ID_ALM_FMRDO_AUD_OPT_INCOMPLETE_NOTIFY	Alarm	60	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_ID_ALM_FMRDO_PLEASE_PLUG_IN_EARPHONE	Alarm	60	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_ID_ALM_FMRDO_INCOMPLETE_CHANNEL_INFO	Alarm	60	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
ALARMS_SETTING_SNOOZE_INTERVAL	Undefined	20	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_ID_ALM_DEFAULT	Undefined	6	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
ERROR_CURRENCYCONVERTOR_RATE1	Undefined	11	No Translation																	V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_ID_CURRENCYCONVERTOR_RESET	Undefined	5	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
EXTRA_MENU_CURRENCYCONVERTOR_STRINGID	Undefined	18	No Translation							V		V			V		V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V								
STR_WCLOCK_CITY3	Undefined	6	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_WCLOCK_CITY6	Undefined	9	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_WCLOCK_CITY12	Undefined	8	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_WCLOCK_CITY16	Undefined	12	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_WCLOCK_CITY21	Undefined	16	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_WCLOCK_CITY24	Undefined	5	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_WCLOCK_CITY25	Undefined	13	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_WCLOCK_CITY30	Undefined	9	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_WCLOCK_CITY34	Undefined	6	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_WCLOCK_CITY35	Undefined	9	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_WCLOCK_CITY38	Undefined	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_WCLOCK_CITY39	Undefined	6	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_WCLOCK_CITY46	Undefined	9	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_WCLOCK_CITY52	Undefined	14	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_WCLOCK_CITY54	Undefined	8	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
STR_WCLOCK_CITY55	Undefined	10	No Translation					V	V	V	V	V			V	V	V			V	V	V	V	V	V	V	V	V	V	V	V	V	V	V		V						
